High,Low,Close,ConversionLine,BaseLine,LeadingSpanA,LeadingSpanB,LaggingLine
318.600006,308.700012,318.600006,0,0,0,0,0
319.559998,313.299988,315.839996,0,0,0,0,0
316.380005,312.75,316.149994,0,0,0,0,0
315.660004,308.730011,310.570007,0,0,0,0,0
310.290009,306.350006,307.779999,0,0,0,0,0
309.380005,304.920013,305.820007,0,0,0,0,0
307.48999,305.089996,305.98999,0,0,0,0,0
308.339996,304.709991,306.390015,0,0,0,0,0
311.910004,305.459991,311.450012,0,0,0,0,0
318.910004,310.820007,312.329987,0,0,0,0,0
316.359985,308.399994,309.290009,0,0,0,0,0
306.959991,299.450012,301.910004,0,0,0,0,0
302.470001,297.76001,300,0,0,0,0,0
301.480011,297.149994,300.029999,0,0,0,0,0
304.190002,297,302,0,0,0,0,0
308.540009,304.160004,307.820007,0,0,0,0,0
306.5,297.640015,302.690002,0,0,0,0,0
306.570007,300.929993,306.48999,0,0,0,0,0
308.579987,304.649994,305.549988,0,0,0,0,0
307.459991,303.26001,303.429993,0,0,0,0,0
309.380005,305.23999,309.059998,0,0,0,0,0
309.040009,305.619995,308.899994,0,0,0,0,0
312.390015,307.380005,309.910004,0,0,0,0,0
316.890015,311.25,314.549988,0,0,0,0,0
314.230011,310,312.899994,0,0,0,0,0
320.160004,313.380005,318.690002,0,0,0,0,0
320.5,314.75,315.529999,0,0,0,0,0
316.799988,313.339996,316.350006,0,0,0,0,0
320.570007,316.600006,320.369995,0,0,0,0,0
321.320007,317.720001,318.929993,0,0,0,0,0
318.420013,315.790009,317.640015,0,0,0,0,0
318.519989,314.25,314.859985,0,0,0,0,0
315.540009,307.75,308.299988,0,0,0,0,0
307.23999,303.859985,305.230011,0,0,0,0,0
310.01001,304.359985,309.869995,0,0,0,0,0
312.730011,306.850006,310.420013,0,0,0,0,0
312.829987,307.5,311.299988,0,0,0,0,0
312.549988,307.709991,311.899994,0,0,0,0,0
313.679993,309.579987,310.950012,0,0,0,0,0
311.730011,308.339996,309.170013,0,0,0,0,0
309.51001,306.809998,307.329987,0,0,0,0,0
311.859985,305.790009,311.519989,0,0,0,0,0
312.670013,306.380005,310.570007,0,0,0,0,0
312.600006,308.299988,311.859985,0,0,0,0,0
311.549988,305.920013,308.51001,0,0,0,0,0
308.799988,305.600006,308.429993,0,0,0,0,0
314.149994,306.630005,312.970001,0,0,0,0,0
313.410004,308.01001,308.480011,0,0,0,0,0
311.420013,306.98999,307.209991,0,0,0,0,0
309.980011,305.279999,309.890015,0,0,0,0,0
313.73999,309.619995,313.73999,0,0,0,0,0
314.100006,309.040009,310.790009,309.71,312.59,311.15,309.16,318.69
310.369995,308.279999,309.630005,309.71,312.59,311.15,309.16,315.53
310.200012,306.869995,308.179993,309.71,312.59,311.15,309.16,316.35
308.410004,305.480011,308.23999,309.71,312.59,311.15,309.16,320.37
307.299988,300.5,302.720001,307.3,309.51,308.4,309.16,318.93
305.269989,301.769989,303.160004,307.3,309.51,308.4,309.16,317.64
305.559998,300.25,303.070007,307.18,307.9,307.54,309.16,314.86
305.619995,300.01001,304.019989,307.06,307.08,307.07,309.16,308.3
305.779999,302.01001,304.660004,307.06,307.08,307.07,309.16,305.23
306.149994,303.410004,305.179993,305.19,307.08,306.14,309.16,309.87
305.619995,302.079987,304.619995,305.11,307.08,306.09,309.16,310.42
308.100006,301.450012,307.75,304.21,307.08,305.65,309.16,311.3
312.660004,308.5,312.450012,306.34,307.08,306.71,309.16,311.9
317.290009,312.429993,316.970001,308.65,308.65,308.65,309.16,310.95
316.5,310.230011,311.119995,308.65,308.65,308.65,309.16,309.17
312.679993,309.25,311.369995,308.65,308.65,308.65,309.48,307.33
313.179993,303.940002,304.820007,309.37,308.65,309.01,309.48,311.52
306.720001,301.920013,303.630005,309.37,308.65,309.01,310.67,310.57
306.589996,300.76001,302.880005,309.03,308.65,308.84,310.67,311.86
307.549988,301.679993,305.329987,309.03,308.65,308.84,310.67,308.51
300.549988,294.899994,297.880005,306.1,306.1,306.1,308.11,308.43
304.429993,295.359985,302.01001,306.1,306.1,306.1,308.11,312.97
301.299988,292.420013,293.51001,304.46,304.86,304.66,306.87,308.48
301.51001,295.059998,301.059998,302.8,304.86,303.83,306.87,307.21
305.630005,302.25,303.850006,302.8,304.86,303.83,306.87,309.89
307.049988,299.649994,299.730011,299.99,304.86,302.42,306.87,313.74
302.079987,296.299988,298.369995,299.99,304.86,302.42,306.87,310.79
299.5,293.390015,298.920013,299.99,304.86,302.42,306.87,309.63
303.209991,298.970001,302.140015,299.74,304.86,302.3,306.87,308.18
302.720001,300.589996,302.320007,299.74,304.86,302.3,306.87,308.24
305.380005,303.359985,305.299988,299.74,304.86,302.3,305.47,302.72
307.470001,302.579987,305.079987,300.43,304.86,302.64,305.47,303.16
308.809998,304.98999,308.769989,301.1,304.86,302.98,304.86,303.07
311.5,308.23999,310.309998,302.45,304.86,303.65,304.86,304.02
311,307.070007,309.070007,302.45,304.86,303.65,304.86,304.66
311.070007,307.850006,310.390015,302.45,304.86,303.65,304.86,305.18
313.220001,309.049988,312.51001,306.1,304.86,305.48,304.86,304.62
313.700012,310.329987,312.619995,307.15,304.86,306,304.86,307.75
315.940002,311.769989,313.700012,309.26,304.86,307.06,304.86,312.45
316.920013,313.720001,314.549988,309.75,304.67,307.21,304.86,316.97
318.809998,313.26001,318.049988,311.9,305.62,308.76,305.62,311.12
321.880005,318.119995,319.73999,314.48,307.15,310.81,307.15,311.37
323.980011,319,323.790009,315.53,308.2,311.86,308.2,304.82
325.720001,322.5,324.630005,316.79,309.07,312.93,309.07,303.63
324.549988,322.76001,323.089996,317.38,309.07,313.23,309.07,302.88
324.369995,321.320007,323.820007,318.02,309.07,313.55,309.07,305.33
324.850006,321.609985,324.329987,318.74,309.07,313.91,309.07,297.88
326.399994,324.299988,326.049988,319.83,309.41,314.62,309.41,302.01
327.100006,324.109985,324.339996,320.18,310.25,315.21,309.76,293.51
323.73999,319,320.529999,322.61,310.25,316.43,309.76,301.06
326.910004,322.109985,326.230011,323.05,310.25,316.65,309.76,303.85
328.809998,325.190002,328.549988,323.9,311.1,317.5,310.62,299.73
331.839996,328.570007,330.170013,325.42,312.62,319.02,312.13,298.37
330.25,322.76001,325.859985,325.42,315.4,320.41,312.13,298.92
328.070007,323.059998,323.220001,325.42,316.21,320.82,312.13,302.14
325.98999,317.410004,320,324.63,317.21,320.92,312.13,302.32
325.160004,322.619995,323.880005,324.63,317.21,320.92,312.13,305.3
330.690002,325.790009,326.140015,324.63,318.41,321.52,312.13,305.08
326.880005,323.480011,324.869995,324.63,319.46,322.04,312.13,308.77
326.160004,320.149994,322.98999,324.63,319.46,322.04,312.13,310.31
322.959991,319.809998,322.640015,324.63,319.85,322.24,312.13,309.07
324.23999,320.540009,322.48999,324.05,320.44,322.25,312.13,310.39
323.829987,320.130005,323.529999,324.05,321.08,322.57,312.13,312.51
324.690002,322.359985,323.75,324.05,321.8,322.93,312.13,312.62
328.26001,324.820007,327.390015,325.25,322.55,323.9,312.13,313.7
329.980011,325.850006,329.76001,325.25,322.55,323.9,312.13,314.55
333.940002,329.119995,330.390015,326.88,325.68,326.28,313.18,318.05
331.48999,328.350006,329.130005,326.88,325.68,326.28,313.18,319.74
329.269989,322.970001,323.109985,326.88,325.68,326.28,313.18,323.79
323,319.559998,320.200012,326.75,325.68,326.21,313.18,324.63
320.559998,317.709991,319.019989,325.82,325.68,325.75,313.18,323.09
322.630005,319.670013,320.600006,325.82,325.68,325.75,313.18,323.82
322.470001,319,322.190002,325.82,325.68,325.75,313.18,324.33
322.410004,319.390015,321.079987,325.82,325.68,325.75,313.18,326.05
323.220001,319.529999,323.119995,325.82,325.68,325.75,313.67,324.34
330.670013,324.420013,329.480011,324.6,325.68,325.14,313.67,320.53
330.890015,327.570007,328.579987,324.3,325.68,324.99,313.67,326.23
334.160004,328.679993,333.410004,325.93,325.79,325.86,313.78,328.55
335.820007,331.429993,335.420013,326.76,326.62,326.69,314.61,330.17
336.320007,334.100006,335.950012,327.66,326.87,327.26,317.65,325.86
337.589996,334.920013,335.290009,328.29,327.5,327.9,319.09,323.22
335.350006,332.220001,333.600006,328.49,327.65,328.07,320.08,320
336.619995,332.200012,336.390015,328.56,327.65,328.1,320.08,323.88
340.380005,334.089996,335.899994,332.4,329.04,330.72,322.68,326.14
341.679993,335.540009,339.820007,334.63,329.69,332.16,324.38,324.87
341.299988,337.660004,338.309998,335.18,329.69,332.44,324.38,322.99
339.279999,336.619995,338.670013,336.55,329.69,333.12,324.76,322.64
341.350006,336.369995,338.609985,336.94,329.69,333.32,325.36,322.49
338.850006,335.660004,336.959991,336.94,329.69,333.32,326,323.53
337.470001,334.190002,335.25,336.94,329.69,333.32,326.72,323.75
335.829987,331.839996,334.119995,336.76,329.69,333.23,327.47,327.39
336.730011,334.369995,335.339996,336.76,329.69,333.23,327.47,329.76
336.399994,332.609985,334.149994,336.76,329.69,333.23,329.54,330.39
337.01001,334.140015,336.910004,336.6,329.69,333.14,329.54,329.13
342.5,338.399994,341,337.17,330.1,333.64,329.96,323.11
342.079987,338.410004,342,337.17,330.1,333.64,329.96,320.2
341.890015,338.700012,341.559998,337.17,330.75,333.96,329.96,319.02
341.799988,338.910004,341.459991,337.17,330.75,333.96,329.96,320.6
344.070007,340.390015,340.899994,337.96,331.73,334.84,330.74,322.19
343.480011,339.869995,341.130005,338.34,331.8,335.07,330.74,321.08
343.839996,340.929993,343.369995,338.34,334.25,336.29,330.74,323.12
346.440002,344.309998,345.350006,340.29,337.01,338.65,331.93,329.48
346.209991,343.450012,343.540009,342.42,337.56,339.99,331.93,328.58
345,340.51001,341.089996,342.43,338.93,340.68,331.93,333.41
345.720001,341.089996,344.25,342.57,339.14,340.86,331.93,335.42
347.25,343.540009,345.339996,343.08,339.54,341.31,332.33,335.95
345.380005,341.98999,342.429993,343.56,339.54,341.55,332.33,335.29
346.790009,342.850006,346.609985,343.56,339.54,341.55,332.48,333.6
347.619995,345.100006,345.76001,344.07,339.73,341.9,332.66,336.39
351.190002,346.279999,349.630005,345.85,341.51,343.68,334.45,335.9
349.660004,345.540009,347.579987,345.85,341.51,343.68,334.45,339.82
351.089996,347.519989,349.799988,345.85,341.51,343.68,334.45,338.31
351.269989,348.600006,349.309998,346.18,341.55,343.87,334.49,338.67
351,348.320007,349.809998,346.63,341.55,344.09,334.49,338.61
352.329987,350.209991,351.959991,347.16,342.08,344.62,335.02,336.96
353.420013,351.25,352.26001,348.14,342.63,345.38,335.57,335.25
352.890015,349.690002,351.190002,349.26,343.01,346.14,335.57,334.12
354.470001,349.420013,353.809998,350.01,343.54,346.77,336.09,335.34
355.109985,349.390015,349.98999,350.32,344.63,347.47,336.41,334.15
364.630005,355.149994,362.579987,356.07,351.51,353.79,341.17,336.91
364.25,358.850006,363.730011,356.48,351.52,354,341.17,341
364.429993,356.059998,358.019989,356.48,351.67,354.07,341.17,342
362.350006,355.920013,356.980011,357.01,351.77,354.39,341.82,341.56
359.25,353.200012,358.350006,357.01,352.25,354.63,341.82,341.46
358.950012,356.809998,358.480011,357.01,352.25,354.63,342.01,340.9
357.920013,353.670013,354.5,357.01,352.57,354.79,342.08,341.13
358.720001,353.380005,354.109985,357.01,352.57,354.79,344.53,343.37
356.299988,351.880005,353.190002,358.26,352.57,355.41,346.1,345.35
354.299988,351.25,352.559998,357.84,352.57,355.21,346.65,343.54
354.179993,349.609985,352.089996,357.02,352.86,354.94,348.03,341.09
353.5,349.660004,350.570007,355.98,353.31,354.64,348.24,344.25
354.320007,351.540009,354.26001,354.43,353.31,353.87,348.24,345.34
357.230011,354.130005,354.299988,354.28,353.74,354.01,348.24,342.43
357.350006,352.920013,355.929993,354.16,354.87,354.51,348.24,346.61
358.410004,354.529999,355.549988,354.16,355.09,354.63,348.24,345.76
358.589996,354.01001,358.290009,354.1,355.09,354.59,348.24,349.63
362.679993,358.600006,361.059998,356.14,356.07,356.11,348.24,347.58
362.470001,359.25,360.200012,356.14,356.48,356.31,348.24,349.8
363.390015,360.600006,362.459991,356.53,356.48,356.5,348.24,349.31
366.470001,360,360.470001,359.01,357.93,358.47,349.15,349.81
362.799988,359.26001,361.670013,359.7,357.93,358.81,349.15,351.96
363.299988,360.869995,361.799988,359.7,357.93,358.81,349.15,352.26
364.829987,361.769989,363.149994,360.24,357.93,359.09,349.54,351.19
366.609985,364.51001,365.519989,360.31,358,359.15,349.61,353.81
370.429993,365.470001,367.779999,364.51,360.02,362.27,352.29,349.99
370.839996,365.970001,367.820007,365.04,360.22,362.63,354.62,362.58
370.220001,368.26001,369.5,365.05,360.22,362.64,354.63,363.73
370.200012,367.519989,367.859985,365.05,360.22,362.64,354.77,358.02
371.329987,367.790009,370.429993,365.29,360.47,362.88,355.12,356.98
373.339996,368.459991,370.480011,367.1,361.47,364.29,356.6,358.35
371.339996,366.730011,366.820007,367.55,361.47,364.51,356.6,358.48
367.200012,362.940002,363.279999,368.14,361.47,364.81,356.93,354.5
363.420013,359.76001,360.160004,366.55,361.47,364.01,356.93,354.11
361.890015,357.269989,361.709991,365.3,361.47,363.39,356.93,353.19
360.790009,357.950012,359.420013,365.3,361.47,363.39,356.93,352.56
360.519989,354.269989,357.779999,363.8,361.5,362.65,357.21,352.09
359.470001,356.670013,357.059998,363.8,362.44,363.12,357.66,350.57
357.5,348.549988,350.299988,360.94,360.94,360.94,357.66,354.26
350,345.410004,348.079987,358.38,359.38,358.88,358.1,354.3
348.23999,342.130005,343.040009,354.67,357.74,356.2,357.74,355.93
344.01001,339.51001,343.690002,351.47,356.43,353.95,356.43,355.55
345.940002,342.369995,345.059998,350.7,356.43,353.56,356.43,358.29
348.76001,341.859985,346.339996,350.15,356.43,353.29,356.43,361.06
345.899994,342.829987,345.450012,350.01,356.43,353.22,356.43,360.2
349.51001,345.5,348.559998,349.49,356.43,352.96,356.43,362.46
349.600006,344.920013,348.429993,348.51,356.43,352.47,356.43,360.47
348.660004,343.019989,345.660004,344.76,356.43,350.59,356.43,361.67
348.440002,343.880005,345.089996,344.56,356.43,350.49,356.43,361.8
349.940002,345.829987,346.230011,344.73,356.43,350.58,356.43,363.15
348.410004,344.149994,345.390015,345.9,356.43,351.16,356.43,365.52
344.829987,339.959991,340.890015,344.95,356.43,350.69,356.43,367.78
342.690002,338.450012,338.660004,344.2,355.9,350.05,355.9,367.82
340,334.350006,335.859985,342.15,353.85,348,353.85,369.5
338.880005,333.48999,336.839996,341.71,353.41,347.56,353.41,367.86
339.850006,337.769989,338.630005,341.71,353.41,347.56,353.41,370.43
339.619995,336.549988,336.899994,341.71,352.41,347.06,353.41,370.48
338.320007,335.459991,336.160004,341.71,350.35,346.03,353.41,366.82
336.190002,330.579987,331.709991,339.49,347,343.25,351.96,363.28
338.359985,332.179993,337.410004,337.7,346.24,341.97,351.96,360.16
341.48999,337.5,341.329987,336.63,345.68,341.16,351.96,361.71
345.329987,340.579987,343.75,337.95,345.55,341.75,351.96,359.42
349.390015,344.5,349.019989,339.99,345.02,342.5,351.96,357.78
354.350006,349.790009,351.809998,342.46,344.04,343.25,351.96,357.06
354.029999,344.059998,346.630005,342.46,342.46,342.46,351.96,350.3
346.950012,344.299988,346.170013,342.46,342.46,342.46,351.96,348.08
348,344.690002,346.299988,342.46,342.46,342.46,351.96,343.04
350.109985,346.880005,348.179993,343.26,342.46,342.86,351.96,343.69
351.200012,348.600006,350.559998,345.93,342.46,344.19,351.96,345.06
350.649994,348.809998,350.01001,347.46,342.46,344.96,351.96,346.34
355.950012,351.25,354.25,350.01,343.26,346.64,351.96,345.45
357.309998,354.480011,356.790009,350.68,343.94,347.31,351.96,348.56
360,357.230011,359.859985,352.03,345.29,348.66,351.96,348.43
360.559998,358.070007,358.929993,352.43,345.57,349,351.96,345.66
362.609985,358.179993,361.329987,353.65,346.59,350.12,351.96,345.09
363.029999,360.25,361,354.96,346.8,350.88,351.96,346.23
362.459991,360.049988,361.799988,355.82,346.8,351.31,351.96,345.39
363.190002,361.23999,362.679993,356,346.88,351.44,351.96,340.89
362.640015,359.579987,361.339996,357.22,346.88,352.05,351.96,338.66
362.119995,359.209991,360.049988,358.84,346.88,352.86,351.96,335.86
361.519989,358.299988,358.690002,360.21,346.88,353.55,351.96,336.84
,,,,,338.63
,,,,,336.9
,,,,,336.16
,,,,,331.71
,,,,,337.41
,,,,,341.33
,,,,,343.75
,,,,,349.02
,,,,,351.81
,,,,,346.63
,,,,,346.17
,,,,,346.3
,,,,,348.18
,,,,,350.56
,,,,,350.01
,,,,,354.25
,,,,,356.79
,,,,,359.86
,,,,,358.93
,,,,,361.33
,,,,,361
,,,,,361.8
,,,,,362.68
,,,,,361.34
,,,,,360.05
,,,,,358.69
